"nombre_dispositivo","decibelios","fecha_medicion","type","serialNumber","status","address","deviceTypeId","longitude","latitude","geometry.type","CodigoSeccion","Clave_Tiempo","Ocupacion","Intensidad","Velocidad","FechaHora"
"BI-RUI-007",60.276,2026-02-08 22:17:44.75,"Feature","051999999991007",1,"AVENIDA MADARIAGA 3-5",1,-2.944399,43.271091,"Point","280",2026-02-08 22:15:00,0,0,0,2026-02-08 22:15:00
"BI-RUI-C016",58.9,2026-02-08 22:18:01.677,"Feature","110281893366668",1,"Diputación 4",1,-2.93203,43.263171,"Point","312",2026-02-08 22:15:00,0,0,0,2026-02-08 22:15:00
"BI-RUI-C034",50.8,2026-02-08 22:18:09.77,"Feature","22635509719416",1,"Aretxabaleta 6",1,-2.941152,43.260501,"Point","344",2026-02-08 22:15:00,1,270,9,2026-02-08 22:15:00
"BI-RUI-C023",58.6,2026-02-08 22:18:38.757,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-08 22:15:00,0,49,2,2026-02-08 22:15:00
"BI-RUI-P003",67,2026-02-08 22:18:40.18,"Feature","145922164263460",1,"PLAZA NUEVA 5",1,-2.922734,43.258821,"Point","337",2026-02-08 22:15:00,1,137,9,2026-02-08 22:15:00
"BI-RUI-C025",46.1,2026-02-08 22:19:21.293,"Feature","172577704980968",1,"Luis Brinas con Pozas 5",1,-2.947089,43.263329,"Point","276",2026-02-08 22:15:00,2,197,1,2026-02-08 22:15:00
"BI-RUI-008",55.042,2026-02-08 22:20:16.3,"Feature","051999999991008",1,"ITURRIBIDE 30",1,-2.927927,43.262351,"Point","248",2026-02-08 22:15:00,0,12,0,2026-02-08 22:15:00
"BI-RUI-009",66.274,2026-02-08 22:20:16.457,"Feature","051999999991009",1,"SANTA MARIA 18",1,-2.925421,43.257746,"Point","335",2026-02-08 22:15:00,0,0,0,2026-02-08 22:15:00
"BI-RUI-C015",54.5,2026-02-08 22:20:45.413,"Feature","62624880565532",1,"Juan de Ajuriaguerra 14",1,-2.93266,43.26567,"Point","312",2026-02-08 22:15:00,0,0,0,2026-02-08 22:15:00
"BI-RUI-010",67.475,2026-02-08 22:20:54.21,"Feature","051999999991010",1,"BARRENKALE BARRENA 7",1,-2.925336,43.257225,"Point","335",2026-02-08 22:15:00,0,0,0,2026-02-08 22:15:00
"BI-RUI-011",66.293,2026-02-08 22:21:08.84,"Feature","051999999991011",1,"JARDINES 6",1,-2.925043,43.258266,"Point","337",2026-02-08 22:15:00,1,137,9,2026-02-08 22:15:00
"BI-RUI-C023",63.6,2026-02-08 22:21:45.623,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-08 22:15:00,0,49,2,2026-02-08 22:15:00
"BI-RUI-C005",55.4,2026-02-08 22:21:45.953,"Feature","259962996275344",1,"SOMERA 8",1,-2.922789,43.256406,"Point","337",2026-02-08 22:15:00,1,137,9,2026-02-08 22:15:00
"BI-RUI-P013",65.5,2026-02-08 22:22:04.703,"Feature","263912178979148",1,"GORDÓNIZ (CON GOYA)(CÁMARA TRÁFICO)",1,-2.946182,43.252719,"Point","323",2026-02-08 22:15:00,0,86,6,2026-02-08 22:15:00
"BI-RUI-C011",42,2026-02-08 22:22:53.21,"Feature","4720187165580",1,"Jardines de Albia (frente a fuente)",1,-2.928189,43.262887,"Point","341",2026-02-08 22:30:00,0,62,0,2026-02-08 22:35:00
"BI-RUI-005",60.562,2026-02-08 22:23:22.167,"Feature","051999999991005",1,"MARIA MUÑOZ FRENTE 2 ",1,-2.921992,43.257555,"Point","337",2026-02-08 22:30:00,1,174,12,2026-02-08 22:35:00
"BI-RUI-C025",45.3,2026-02-08 22:24:47.1,"Feature","172577704980968",1,"Luis Brinas con Pozas 5",1,-2.947089,43.263329,"Point","276",2026-02-08 22:30:00,2,166,3,2026-02-08 22:35:00
"BI-RUI-P014",48.6,2026-02-08 22:24:56.477,"Feature","110891067380044",1,"MONTEVIDEO (FRENTE HOSPITAL)(CÁMARA TRÁFICO)",1,-2.954683,43.26077,"Point","392",2026-02-08 22:30:00,1,304,24,2026-02-08 22:35:00
"BI-RUI-C023",60.4,2026-02-08 22:25:07.913,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-08 22:30:00,0,216,12,2026-02-08 22:35:00
"BI-RUI-C020",55.2,2026-02-08 22:26:23.44,"Feature","233588181730096",2,"Ledesma 10 bis",1,-2.928391,43.262172,"Point","248",2026-02-08 22:30:00,0,5,0,2026-02-08 22:35:00
"BI-RUI-BR15",63.4,2026-02-08 22:26:41.003,"Feature","101692098863992",1,"ALAMEDA URQUIJO CON DOCTOR AREILZA",1,-2.942425,43.261366,"Point","345",2026-02-08 22:30:00,0,35,2,2026-02-08 22:35:00
"BI-RUI-P001",70,2026-02-08 22:26:57.787,"Feature","53696331516452",1,"PLAZA NUEVA 15",1,-2.922658,43.259361,"Point","337",2026-02-08 22:30:00,1,174,12,2026-02-08 22:35:00
"BI-RUI-C024",55.7,2026-02-08 22:27:32.417,"Feature","9381832634856",2,"Avenida de las Universidades 8",1,-2.934714,43.270142,"Point","342",2026-02-08 22:30:00,0,0,0,2026-02-08 22:35:00
"BI-RUI-BR11",58.276,2026-02-08 22:28:18.72,"Feature","051999999992011",1,"ZABALBIDE CON SANTA CLARA",1,-2.912525,43.255666,"Point","363",2026-02-08 22:30:00,0,0,0,2026-02-08 22:35:00
"BI-RUI-C023",65.5,2026-02-08 22:28:26.94,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-08 22:30:00,0,216,12,2026-02-08 22:35:00
"BI-RUI-015",64.71,2026-02-08 22:29:15.303,"Feature","051999999991015",1,"DE LA TORRE 5",1,-2.924639,43.257559,"Point","337",2026-02-08 22:30:00,1,174,12,2026-02-08 22:35:00
"BI-RUI-P007",63.9,2026-02-08 22:29:38.15,"Feature","264832628820516",1,"LEHENDAKARI AGUIRRE  20-26",1,-2.947327,43.272064,"Point","283",2026-02-08 22:30:00,0,0,0,2026-02-08 22:35:00
"BI-RUI-C014",52.2,2026-02-08 22:29:43.527,"Feature","92672527453068",1,"Iparraguirre 16",1,-2.935306,43.266038,"Point","338",2026-02-08 22:30:00,0,56,1,2026-02-08 22:35:00
"BI-RUI-025",59.5,2026-02-08 22:29:48.683,"Feature","051999999991025",2,"PRINCIPE 1",1,-2.924567,43.261992,"Point","337",2026-02-08 22:30:00,1,174,12,2026-02-08 22:35:00
"BI-RUI-C003",50.5,2026-02-08 22:30:03.687,"Feature","051999999993003",1,"MUELLE RIPA (RIA)",1,-2.924641,43.261251,"Point","337",2026-02-08 22:30:00,1,174,12,2026-02-08 22:35:00
"BI-RUI-C025",43.4,2026-02-08 22:30:14.343,"Feature","172577704980968",1,"Luis Brinas con Pozas 5",1,-2.947089,43.263329,"Point","276",2026-02-08 22:30:00,2,166,3,2026-02-08 22:35:00
"BI-RUI-017",69.731,2026-02-08 22:30:29.25,"Feature","051999999991017",1,"SOMERA FRENTE 43 ALDAXKA",1,-2.9224,43.257373,"Point","337",2026-02-08 22:30:00,1,174,12,2026-02-08 22:35:00
"BI-RUI-019",65.635,2026-02-08 22:30:38.033,"Feature","051999999991019",1,"ZUNZUNEGUI JUNTO BOCA METRO",1,-2.948616,43.261587,"Point","391",2026-02-08 22:30:00,0,0,0,2026-02-08 22:35:00
"BI-RUI-004",66.188,2026-02-08 22:30:45.753,"Feature","051999999991004",1,"PLAZA UNAMUNO FAROLA 13",1,-2.921691,43.258396,"Point","337",2026-02-08 22:30:00,1,174,12,2026-02-08 22:35:00
"BI-RUI-006",60.721,2026-02-08 22:31:06.52,"Feature","051999999991006",1,"BARRENKALE   7 ",1,-2.925136,43.256697,"Point","335",2026-02-08 22:30:00,0,0,0,2026-02-08 22:35:00
"BI-RUI-001",57.513,2026-02-08 22:31:21.023,"Feature","051999999991001",1,"RODRIGUEZ ARIAS   71 BIS",1,-2.944465,43.263875,"Point","352",2026-02-08 22:30:00,0,0,0,2026-02-08 22:35:00
"BI-RUI-C023",60.6,2026-02-08 22:31:43.98,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-08 22:30:00,0,216,12,2026-02-08 22:35:00
"BI-RUI-P002",33,2026-02-08 22:32:02.217,"Feature","13697301088804",2,"PLAZA NUEVA (BALCÓN ASOCIACIÓN COMERCIANTES)",1,-2.922321,43.259093,"Point","337",2026-02-08 22:30:00,1,174,12,2026-02-08 22:35:00
"BI-RUI-C013",55.9,2026-02-08 22:32:06.997,"Feature","93385137277376",1,"Colón de Larreategui 5",1,-2.92688,43.262285,"Point","337",2026-02-08 22:30:00,1,174,12,2026-02-08 22:35:00
"BI-RUI-P009",63.6,2026-02-08 22:32:10.03,"Feature","180634089949732",1,"ALAMEDA REKALDE 27",1,-2.934442,43.264067,"Point","312",2026-02-08 22:30:00,1,2764,49,2026-02-08 22:35:00
"BI-RUI-P011",63.6,2026-02-08 22:32:27.47,"Feature","193547729768780",1,"CAMPO VOLANTÍN (CON MUGICA)(CÁMARA TRÁFICO)",1,-2.927817,43.267275,"Point","319",2026-02-08 22:30:00,5,251,8,2026-02-08 22:35:00
"BI-RUI-C005",54.3,2026-02-08 22:32:33.86,"Feature","259962996275344",1,"SOMERA 8",1,-2.922789,43.256406,"Point","337",2026-02-08 22:30:00,1,174,12,2026-02-08 22:35:00
"BI-RUI-C018",48.7,2026-02-08 22:32:40.157,"Feature","171837364652940",1,"Ledesma 6",1,-2.927146,43.261879,"Point","337",2026-02-08 22:30:00,1,174,12,2026-02-08 22:35:00
"BI-RUI-007",60.85,2026-02-08 22:32:54.3,"Feature","051999999991007",1,"AVENIDA MADARIAGA 3-5",1,-2.944399,43.271091,"Point","280",2026-02-08 22:30:00,0,0,0,2026-02-08 22:35:00
"BI-RUI-C016",59.3,2026-02-08 22:33:18.007,"Feature","110281893366668",1,"Diputación 4",1,-2.93203,43.263171,"Point","312",2026-02-08 22:30:00,1,2764,49,2026-02-08 22:35:00
"BI-RUI-C034",50.3,2026-02-08 22:33:32.663,"Feature","22635509719416",1,"Aretxabaleta 6",1,-2.941152,43.260501,"Point","344",2026-02-08 22:30:00,2,361,11,2026-02-08 22:35:00
"BI-RUI-C023",60.8,2026-02-08 22:34:53.97,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-08 22:30:00,0,216,12,2026-02-08 22:35:00
"BI-RUI-009",62.003,2026-02-08 22:35:06.8,"Feature","051999999991009",1,"SANTA MARIA 18",1,-2.925421,43.257746,"Point","335",2026-02-08 22:30:00,0,0,0,2026-02-08 22:35:00
"BI-RUI-008",55.899,2026-02-08 22:35:11.24,"Feature","051999999991008",1,"ITURRIBIDE 30",1,-2.927927,43.262351,"Point","248",2026-02-08 22:30:00,0,5,0,2026-02-08 22:35:00
"BI-RUI-C025",49.4,2026-02-08 22:35:41.21,"Feature","172577704980968",1,"Luis Brinas con Pozas 5",1,-2.947089,43.263329,"Point","276",2026-02-08 22:30:00,2,166,3,2026-02-08 22:35:00
"BI-RUI-010",63.72,2026-02-08 22:35:47.57,"Feature","051999999991010",1,"BARRENKALE BARRENA 7",1,-2.925336,43.257225,"Point","335",2026-02-08 22:30:00,0,0,0,2026-02-08 22:35:00
"BI-RUI-011",64.972,2026-02-08 22:36:02.697,"Feature","051999999991011",1,"JARDINES 6",1,-2.925043,43.258266,"Point","337",2026-02-08 22:30:00,1,174,12,2026-02-08 22:35:00
"BI-RUI-C015",57.5,2026-02-08 22:36:07.823,"Feature","62624880565532",1,"Juan de Ajuriaguerra 14",1,-2.93266,43.26567,"Point","312",2026-02-08 22:30:00,1,2764,49,2026-02-08 22:35:00
"BI-RUI-P005",64.9,2026-02-08 22:36:48.017,"Feature","215537962324300",1,"AUTONOMÍA 33 (ESQUINA GORDÓNIZ)(CÁMARA TRÁFICO)",1,-2.941332,43.257536,"Point","322",2026-02-08 22:30:00,0,124,8,2026-02-08 22:35:00
"BI-RUI-C005",54.9,2026-02-08 22:36:56.063,"Feature","259962996275344",1,"SOMERA 8",1,-2.922789,43.256406,"Point","337",2026-02-08 22:30:00,1,174,12,2026-02-08 22:35:00
"BI-RUI-P013",66.8,2026-02-08 22:37:05.19,"Feature","263912178979148",1,"GORDÓNIZ (CON GOYA)(CÁMARA TRÁFICO)",1,-2.946182,43.252719,"Point","323",2026-02-08 22:30:00,0,110,4,2026-02-08 22:35:00
"BI-RUI-P004",62.6,2026-02-08 22:52:46.337,"Feature","211957269662244",1,"PLAZA NUEVA 2",1,-2.923018,43.259105,"Point","337",2026-02-08 23:00:00,1,160,20,2026-02-08 22:55:00
"BI-RUI-005",64.066,2026-02-08 22:53:25.67,"Feature","051999999991005",1,"MARIA MUÑOZ FRENTE 2 ",1,-2.921992,43.257555,"Point","337",2026-02-08 23:00:00,1,160,20,2026-02-08 22:55:00
"BI-RUI-C011",42,2026-02-08 22:53:53.593,"Feature","4720187165580",1,"Jardines de Albia (frente a fuente)",1,-2.928189,43.262887,"Point","341",2026-02-08 23:00:00,0,58,2,2026-02-08 22:55:00
"BI-RUI-C023",58.5,2026-02-08 22:54:40.083,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-08 23:00:00,0,146,11,2026-02-08 22:55:00
"BI-RUI-P014",46.9,2026-02-08 22:54:57.307,"Feature","110891067380044",1,"MONTEVIDEO (FRENTE HOSPITAL)(CÁMARA TRÁFICO)",1,-2.954683,43.26077,"Point","392",2026-02-08 23:00:00,4,408,20,2026-02-08 22:55:00
"BI-RUI-P001",66.2,2026-02-08 22:56:58.35,"Feature","53696331516452",1,"PLAZA NUEVA 15",1,-2.922658,43.259361,"Point","337",2026-02-08 23:00:00,1,160,20,2026-02-08 22:55:00
"BI-RUI-BR15",62.1,2026-02-08 22:57:16.51,"Feature","101692098863992",1,"ALAMEDA URQUIJO CON DOCTOR AREILZA",1,-2.942425,43.261366,"Point","345",2026-02-08 23:00:00,0,62,2,2026-02-08 22:55:00
"BI-RUI-C020",59.4,2026-02-08 22:57:16.697,"Feature","233588181730096",2,"Ledesma 10 bis",1,-2.928391,43.262172,"Point","248",2026-02-08 23:00:00,0,4,0,2026-02-08 22:55:00
"BI-RUI-C025",43.8,2026-02-08 22:57:21.15,"Feature","172577704980968",1,"Luis Brinas con Pozas 5",1,-2.947089,43.263329,"Point","276",2026-02-08 23:00:00,1,131,3,2026-02-08 22:55:00
"BI-RUI-C023",61.9,2026-02-08 22:57:51.357,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-08 23:00:00,0,146,11,2026-02-08 22:55:00
"BI-RUI-C024",57.4,2026-02-08 22:58:27.457,"Feature","9381832634856",2,"Avenida de las Universidades 8",1,-2.934714,43.270142,"Point","342",2026-02-08 23:00:00,0,7,0,2026-02-08 22:55:00
"BI-RUI-BR11",59.679,2026-02-08 22:58:27.893,"Feature","051999999992011",1,"ZABALBIDE CON SANTA CLARA",1,-2.912525,43.255666,"Point","363",2026-02-08 23:00:00,0,0,0,2026-02-08 22:55:00
"BI-RUI-015",65.809,2026-02-08 22:59:09.29,"Feature","051999999991015",1,"DE LA TORRE 5",1,-2.924639,43.257559,"Point","337",2026-02-08 23:00:00,1,160,20,2026-02-08 22:55:00
"BI-RUI-025",60.2,2026-02-08 23:00:39.567,"Feature","051999999991025",2,"PRINCIPE 1",1,-2.924567,43.261992,"Point","337",2026-02-08 23:00:00,1,160,20,2026-02-08 22:55:00
"BI-RUI-C014",52.5,2026-02-08 23:00:39.567,"Feature","92672527453068",1,"Iparraguirre 16",1,-2.935306,43.266038,"Point","338",2026-02-08 23:00:00,0,47,0,2026-02-08 22:55:00
"BI-RUI-C003",51.9,2026-02-08 23:00:39.567,"Feature","051999999993003",1,"MUELLE RIPA (RIA)",1,-2.924641,43.261251,"Point","337",2026-02-08 23:00:00,1,160,20,2026-02-08 22:55:00
"BI-RUI-004",66.852,2026-02-08 23:00:39.567,"Feature","051999999991004",1,"PLAZA UNAMUNO FAROLA 13",1,-2.921691,43.258396,"Point","337",2026-02-08 23:00:00,1,160,20,2026-02-08 22:55:00
"BI-RUI-017",70.181,2026-02-08 23:00:39.83,"Feature","051999999991017",1,"SOMERA FRENTE 43 ALDAXKA",1,-2.9224,43.257373,"Point","337",2026-02-08 23:00:00,1,160,20,2026-02-08 22:55:00
"BI-RUI-019",64.535,2026-02-08 23:00:42.723,"Feature","051999999991019",1,"ZUNZUNEGUI JUNTO BOCA METRO",1,-2.948616,43.261587,"Point","391",2026-02-08 23:00:00,0,0,0,2026-02-08 22:55:00
"BI-RUI-006",60.057,2026-02-08 23:01:07.303,"Feature","051999999991006",1,"BARRENKALE   7 ",1,-2.925136,43.256697,"Point","335",2026-02-08 23:00:00,0,0,0,2026-02-08 22:55:00
"BI-RUI-C023",58.1,2026-02-08 23:01:12.21,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-08 23:00:00,0,146,11,2026-02-08 22:55:00
"BI-RUI-001",54.428,2026-02-08 23:01:23.117,"Feature","051999999991001",1,"RODRIGUEZ ARIAS   71 BIS",1,-2.944465,43.263875,"Point","352",2026-02-08 23:00:00,0,0,0,2026-02-08 22:55:00
"BI-RUI-025",58.6,2026-02-08 23:01:51.073,"Feature","051999999991025",2,"PRINCIPE 1",1,-2.924567,43.261992,"Point","337",2026-02-08 23:00:00,1,160,20,2026-02-08 22:55:00
"BI-RUI-C003",47.2,2026-02-08 23:02:00.187,"Feature","051999999993003",1,"MUELLE RIPA (RIA)",1,-2.924641,43.261251,"Point","337",2026-02-08 23:00:00,1,160,20,2026-02-08 22:55:00
"BI-RUI-P002",33.3,2026-02-08 23:02:02.543,"Feature","13697301088804",2,"PLAZA NUEVA (BALCÓN ASOCIACIÓN COMERCIANTES)",1,-2.922321,43.259093,"Point","337",2026-02-08 23:00:00,1,160,20,2026-02-08 22:55:00
"BI-RUI-P011",65.7,2026-02-08 23:02:28,"Feature","193547729768780",1,"CAMPO VOLANTÍN (CON MUGICA)(CÁMARA TRÁFICO)",1,-2.927817,43.267275,"Point","319",2026-02-08 23:00:00,4,199,12,2026-02-08 22:55:00
"BI-RUI-C025",43.6,2026-02-08 23:02:47.91,"Feature","172577704980968",1,"Luis Brinas con Pozas 5",1,-2.947089,43.263329,"Point","276",2026-02-08 23:00:00,1,131,3,2026-02-08 22:55:00
"BI-RUI-C013",58,2026-02-08 23:02:49.3,"Feature","93385137277376",1,"Colón de Larreategui 5",1,-2.92688,43.262285,"Point","337",2026-02-08 23:00:00,1,160,20,2026-02-08 22:55:00
"BI-RUI-007",58.463,2026-02-08 23:02:53.503,"Feature","051999999991007",1,"AVENIDA MADARIAGA 3-5",1,-2.944399,43.271091,"Point","280",2026-02-08 23:00:00,0,0,0,2026-02-08 22:55:00
"BI-RUI-C005",54.8,2026-02-08 23:03:17.68,"Feature","259962996275344",1,"SOMERA 8",1,-2.922789,43.256406,"Point","337",2026-02-08 23:00:00,1,160,20,2026-02-08 22:55:00
"BI-RUI-C018",49.2,2026-02-08 23:03:18.1,"Feature","171837364652940",1,"Ledesma 6",1,-2.927146,43.261879,"Point","337",2026-02-08 23:00:00,1,160,20,2026-02-08 22:55:00
"BI-RUI-C016",57,2026-02-08 23:03:38.087,"Feature","110281893366668",1,"Diputación 4",1,-2.93203,43.263171,"Point","312",2026-02-08 23:00:00,1,2778,49,2026-02-08 22:55:00
"BI-RUI-P003",62.5,2026-02-08 23:03:41.417,"Feature","145922164263460",1,"PLAZA NUEVA 5",1,-2.922734,43.258821,"Point","337",2026-02-08 23:00:00,1,160,20,2026-02-08 22:55:00
"BI-RUI-C034",51,2026-02-08 23:04:00.387,"Feature","22635509719416",1,"Aretxabaleta 6",1,-2.941152,43.260501,"Point","344",2026-02-08 23:00:00,0,233,7,2026-02-08 22:55:00
"BI-RUI-C023",59.6,2026-02-08 23:04:25.767,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-08 23:00:00,0,146,11,2026-02-08 22:55:00
"BI-RUI-009",62.079,2026-02-08 23:05:05.397,"Feature","051999999991009",1,"SANTA MARIA 18",1,-2.925421,43.257746,"Point","335",2026-02-08 23:00:00,0,0,0,2026-02-08 22:55:00
"BI-RUI-008",53.248,2026-02-08 23:05:22.787,"Feature","051999999991008",1,"ITURRIBIDE 30",1,-2.927927,43.262351,"Point","248",2026-02-08 23:00:00,0,4,0,2026-02-08 22:55:00
"BI-RUI-010",66.04,2026-02-08 23:05:47.837,"Feature","051999999991010",1,"BARRENKALE BARRENA 7",1,-2.925336,43.257225,"Point","335",2026-02-08 23:00:00,0,0,0,2026-02-08 22:55:00
"BI-RUI-011",63.693,2026-02-08 23:06:08.527,"Feature","051999999991011",1,"JARDINES 6",1,-2.925043,43.258266,"Point","337",2026-02-08 23:00:00,1,160,20,2026-02-08 22:55:00
"BI-RUI-C015",54.5,2026-02-08 23:06:45.19,"Feature","62624880565532",1,"Juan de Ajuriaguerra 14",1,-2.93266,43.26567,"Point","312",2026-02-08 23:00:00,1,2778,49,2026-02-08 22:55:00
"BI-RUI-P005",64,2026-02-08 23:06:48.597,"Feature","215537962324300",1,"AUTONOMÍA 33 (ESQUINA GORDÓNIZ)(CÁMARA TRÁFICO)",1,-2.941332,43.257536,"Point","322",2026-02-08 23:00:00,0,123,5,2026-02-08 22:55:00
"BI-RUI-C005",53.3,2026-02-08 23:07:33.647,"Feature","259962996275344",1,"SOMERA 8",1,-2.922789,43.256406,"Point","337",2026-02-08 23:15:00,1,198,22,2026-02-08 23:15:00
"BI-RUI-C023",59.6,2026-02-08 23:07:42.273,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-08 23:15:00,0,92,5,2026-02-08 23:15:00
"BI-RUI-P004",56.1,2026-02-08 23:07:46.93,"Feature","211957269662244",1,"PLAZA NUEVA 2",1,-2.923018,43.259105,"Point","337",2026-02-08 23:15:00,1,198,22,2026-02-08 23:15:00
"BI-RUI-C025",46.5,2026-02-08 23:08:04.48,"Feature","172577704980968",1,"Luis Brinas con Pozas 5",1,-2.947089,43.263329,"Point","276",2026-02-08 23:15:00,0,115,1,2026-02-08 23:15:00
"BI-RUI-005",56.073,2026-02-08 23:08:32.28,"Feature","051999999991005",1,"MARIA MUÑOZ FRENTE 2 ",1,-2.921992,43.257555,"Point","337",2026-02-08 23:15:00,1,198,22,2026-02-08 23:15:00
"BI-RUI-C011",41.1,2026-02-08 23:09:19.833,"Feature","4720187165580",1,"Jardines de Albia (frente a fuente)",1,-2.928189,43.262887,"Point","341",2026-02-08 23:15:00,0,86,4,2026-02-08 23:15:00
"BI-RUI-P014",46.9,2026-02-08 23:09:57.93,"Feature","110891067380044",1,"MONTEVIDEO (FRENTE HOSPITAL)(CÁMARA TRÁFICO)",1,-2.954683,43.26077,"Point","392",2026-02-08 23:15:00,0,189,16,2026-02-08 23:15:00
"BI-RUI-C023",59,2026-02-08 23:10:58.22,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-08 23:15:00,0,92,5,2026-02-08 23:15:00
"BI-RUI-P001",60.4,2026-02-08 23:11:58.9,"Feature","53696331516452",1,"PLAZA NUEVA 15",1,-2.922658,43.259361,"Point","337",2026-02-08 23:15:00,1,198,22,2026-02-08 23:15:00
"BI-RUI-C020",58,2026-02-08 23:12:37.793,"Feature","233588181730096",2,"Ledesma 10 bis",1,-2.928391,43.262172,"Point","248",2026-02-08 23:15:00,0,22,0,2026-02-08 23:15:00
"BI-RUI-BR15",62.1,2026-02-08 23:12:38.31,"Feature","101692098863992",1,"ALAMEDA URQUIJO CON DOCTOR AREILZA",1,-2.942425,43.261366,"Point","345",2026-02-08 23:15:00,0,28,1,2026-02-08 23:15:00
"BI-RUI-BR11",58.725,2026-02-08 23:13:20.69,"Feature","051999999992011",1,"ZABALBIDE CON SANTA CLARA",1,-2.912525,43.255666,"Point","363",2026-02-08 23:15:00,0,0,0,2026-02-08 23:15:00
"BI-RUI-C025",46.8,2026-02-08 23:13:31.69,"Feature","172577704980968",1,"Luis Brinas con Pozas 5",1,-2.947089,43.263329,"Point","276",2026-02-08 23:15:00,0,115,1,2026-02-08 23:15:00
"BI-RUI-C024",53.7,2026-02-08 23:13:49.537,"Feature","9381832634856",2,"Avenida de las Universidades 8",1,-2.934714,43.270142,"Point","342",2026-02-08 23:15:00,0,21,0,2026-02-08 23:15:00
"BI-RUI-015",64.974,2026-02-08 23:14:01.303,"Feature","051999999991015",1,"DE LA TORRE 5",1,-2.924639,43.257559,"Point","337",2026-02-08 23:15:00,1,198,22,2026-02-08 23:15:00
"BI-RUI-C023",62.1,2026-02-08 23:14:21.417,"Feature","18439918662120",1,"Botica Vieja  (TOYOTA)",1,-2.946357,43.268664,"Point","355",2026-02-08 23:15:00,0,92,5,2026-02-08 23:15:00
"BI-RUI-P007",62.1,2026-02-08 23:14:39.247,"Feature","264832628820516",1,"LEHENDAKARI AGUIRRE  20-26",1,-2.947327,43.272064,"Point","283",2026-02-08 23:15:00,0,0,0,2026-02-08 23:15:00
"BI-RUI-017",71.944,2026-02-08 23:15:21.643,"Feature","051999999991017",1,"SOMERA FRENTE 43 ALDAXKA",1,-2.9224,43.257373,"Point","337",2026-02-08 23:15:00,1,198,22,2026-02-08 23:15:00
"BI-RUI-019",64.451,2026-02-08 23:15:26.783,"Feature","051999999991019",1,"ZUNZUNEGUI JUNTO BOCA METRO",1,-2.948616,43.261587,"Point","391",2026-02-08 23:15:00,0,0,0,2026-02-08 23:15:00
"BI-RUI-004",63.777,2026-02-08 23:15:37.067,"Feature","051999999991004",1,"PLAZA UNAMUNO FAROLA 13",1,-2.921691,43.258396,"Point","337",2026-02-08 23:15:00,1,198,22,2026-02-08 23:15:00
"BI-RUI-C014",49.5,2026-02-08 23:16:01.57,"Feature","92672527453068",1,"Iparraguirre 16",1,-2.935306,43.266038,"Point","338",2026-02-08 23:15:00,0,45,0,2026-02-08 23:15:00
"BI-RUI-006",62.543,2026-02-08 23:16:04.397,"Feature","051999999991006",1,"BARRENKALE   7 ",1,-2.925136,43.256697,"Point","335",2026-02-08 23:15:00,0,0,0,2026-02-08 23:15:00
"BI-RUI-001",55.362,2026-02-08 23:16:16.413,"Feature","051999999991001",1,"RODRIGUEZ ARIAS   71 BIS",1,-2.944465,43.263875,"Point","352",2026-02-08 23:15:00,0,0,0,2026-02-08 23:15:00
"BI-RUI-P002",33.5,2026-02-08 23:17:03.107,"Feature","13697301088804",2,"PLAZA NUEVA (BALCÓN ASOCIACIÓN COMERCIANTES)",1,-2.922321,43.259093,"Point","337",2026-02-08 23:15:00,1,198,22,2026-02-08 23:15:00
"BI-RUI-P009",62.3,2026-02-08 23:17:11.203,"Feature","180634089949732",1,"ALAMEDA REKALDE 27",1,-2.934442,43.264067,"Point","312",2026-02-08 23:15:00,1,2861,49,2026-02-08 23:15:00
"BI-RUI-C003",49.8,2026-02-08 23:17:11.78,"Feature","051999999993003",1,"MUELLE RIPA (RIA)",1,-2.924641,43.261251,"Point","337",2026-02-08 23:15:00,1,198,22,2026-02-08 23:15:00
"BI-RUI-025",58.7,2026-02-08 23:17:13.517,"Feature","051999999991025",2,"PRINCIPE 1",1,-2.924567,43.261992,"Point","337",2026-02-08 23:15:00,1,198,22,2026-02-08 23:15:00
